CYP2D6 Diplotype	Gaedigk Activity Score (formula)	Coded Genotype/Phenotype Summary	EHR Priority Result Notation
*38/*52	N/A	Indeterminate	none
*38/*58	N/A	Indeterminate	none
*38/*61	N/A	Indeterminate	none
*38/*63	N/A	Indeterminate	none
*38/*64	N/A	Indeterminate	none
*38/*65	N/A	Indeterminate	none
*38/*70	N/A	Indeterminate	none
*38/*71	N/A	Indeterminate	none
*38/*73	N/A	Indeterminate	none
*38/*74	N/A	Indeterminate	none
*38/*75	N/A	Indeterminate	none
*38/*81	N/A	Indeterminate	none
*38/*82	N/A	Indeterminate	none
*38/*83	N/A	Indeterminate	none
*38/*85	N/A	Indeterminate	none
*38/*86	N/A	Indeterminate	none
*38/*87	N/A	Indeterminate	none
*38/*88	N/A	Indeterminate	none
*38/*89	N/A	Indeterminate	none
*38/*90	N/A	Indeterminate	none
*38/*91	N/A	Indeterminate	none
*38/*93	N/A	Indeterminate	none
*38/*94	N/A	Indeterminate	none
*38/*95	N/A	Indeterminate	none
*38/*97	N/A	Indeterminate	none
*38/*98	N/A	Indeterminate	none
*38/*102	N/A	Indeterminate	none
*38/*103	N/A	Indeterminate	none
*38/*104	N/A	Indeterminate	none
*38/*105	N/A	Indeterminate	none
*38/*106	N/A	Indeterminate	none
*38/*107	N/A	Indeterminate	none
*38/*108	N/A	Indeterminate	none
*38/*109	N/A	Indeterminate	none
*38/*110	N/A	Indeterminate	none
*38/*111	N/A	Indeterminate	none
*38/*112	N/A	Indeterminate	none
*38/*113	N/A	Indeterminate	none
*39/*43	N/A	Indeterminate	none
*39/*43xN	N/A	Indeterminate	none
*39/*52	N/A	Indeterminate	none
*39/*58	N/A	Indeterminate	none
*39/*61	N/A	Indeterminate	none
*39/*63	N/A	Indeterminate	none
*39/*64	N/A	Indeterminate	none
*39/*65	N/A	Indeterminate	none
*39/*70	N/A	Indeterminate	none
*39/*71	N/A	Indeterminate	none
*39/*73	N/A	Indeterminate	none
*39/*74	N/A	Indeterminate	none
*39/*75	N/A	Indeterminate	none
*39/*81	N/A	Indeterminate	none
*39/*82	N/A	Indeterminate	none
*39/*83	N/A	Indeterminate	none
*39/*85	N/A	Indeterminate	none
*39/*86	N/A	Indeterminate	none
*39/*87	N/A	Indeterminate	none
*39/*88	N/A	Indeterminate	none
*39/*89	N/A	Indeterminate	none
*39/*90	N/A	Indeterminate	none
*39/*91	N/A	Indeterminate	none
*39/*93	N/A	Indeterminate	none
*39/*94	N/A	Indeterminate	none
*39/*95	N/A	Indeterminate	none
*39/*97	N/A	Indeterminate	none
*39/*98	N/A	Indeterminate	none
*39/*102	N/A	Indeterminate	none
*39/*103	N/A	Indeterminate	none
*39/*104	N/A	Indeterminate	none
*39/*105	N/A	Indeterminate	none
*39/*106	N/A	Indeterminate	none
*39/*107	N/A	Indeterminate	none
*39/*108	N/A	Indeterminate	none
*39/*109	N/A	Indeterminate	none
*39/*110	N/A	Indeterminate	none
*39/*111	N/A	Indeterminate	none
*39/*112	N/A	Indeterminate	none
*39/*113	N/A	Indeterminate	none
*40/*43	N/A	Indeterminate	none
*40/*43xN	N/A	Indeterminate	none
*40/*52	N/A	Indeterminate	none
*40/*58	N/A	Indeterminate	none
*40/*61	N/A	Indeterminate	none
*40/*63	N/A	Indeterminate	none
*40/*64	N/A	Indeterminate	none
*40/*65	N/A	Indeterminate	none
*40/*70	N/A	Indeterminate	none
*40/*71	N/A	Indeterminate	none
*40/*73	N/A	Indeterminate	none
*40/*74	N/A	Indeterminate	none
*40/*75	N/A	Indeterminate	none
*40/*81	N/A	Indeterminate	none
*40/*82	N/A	Indeterminate	none
*40/*83	N/A	Indeterminate	none
*40/*85	N/A	Indeterminate	none
*40/*86	N/A	Indeterminate	none
*40/*87	N/A	Indeterminate	none
*40/*88	N/A	Indeterminate	none
*40/*89	N/A	Indeterminate	none
*40/*90	N/A	Indeterminate	none
*40/*91	N/A	Indeterminate	none
*40/*93	N/A	Indeterminate	none
*40/*94	N/A	Indeterminate	none
*40/*95	N/A	Indeterminate	none
*40/*97	N/A	Indeterminate	none
*40/*98	N/A	Indeterminate	none
*40/*102	N/A	Indeterminate	none
*40/*103	N/A	Indeterminate	none
*40/*104	N/A	Indeterminate	none
*40/*105	N/A	Indeterminate	none
*40/*106	N/A	Indeterminate	none
*40/*107	N/A	Indeterminate	none
*40/*108	N/A	Indeterminate	none
*40/*109	N/A	Indeterminate	none
*40/*110	N/A	Indeterminate	none
*40/*111	N/A	Indeterminate	none
*40/*112	N/A	Indeterminate	none
*40/*113	N/A	Indeterminate	none
*41/*43	N/A	Indeterminate	none
*41/*43xN	N/A	Indeterminate	none
*41/*52	N/A	Indeterminate	none
*41/*58	N/A	Indeterminate	none
*41/*61	N/A	Indeterminate	none
*41/*63	N/A	Indeterminate	none
*41/*64	N/A	Indeterminate	none
*41/*65	N/A	Indeterminate	none
*41/*70	N/A	Indeterminate	none
*41/*71	N/A	Indeterminate	none
*41/*73	N/A	Indeterminate	none
*41/*74	N/A	Indeterminate	none
*41/*75	N/A	Indeterminate	none
*41/*81	N/A	Indeterminate	none
*41/*82	N/A	Indeterminate	none
*41/*83	N/A	Indeterminate	none
*41/*85	N/A	Indeterminate	none
*41/*86	N/A	Indeterminate	none
*41/*87	N/A	Indeterminate	none
*41/*88	N/A	Indeterminate	none
*41/*89	N/A	Indeterminate	none
*41/*90	N/A	Indeterminate	none
*41/*91	N/A	Indeterminate	none
*41/*93	N/A	Indeterminate	none
*41/*94	N/A	Indeterminate	none
*41/*95	N/A	Indeterminate	none
*41/*97	N/A	Indeterminate	none
*41/*98	N/A	Indeterminate	none
*41/*102	N/A	Indeterminate	none
*41/*103	N/A	Indeterminate	none
*41/*104	N/A	Indeterminate	none
*41/*105	N/A	Indeterminate	none
*41/*106	N/A	Indeterminate	none
*41/*107	N/A	Indeterminate	none
*41/*108	N/A	Indeterminate	none
*41/*109	N/A	Indeterminate	none
*41/*110	N/A	Indeterminate	none
*41/*111	N/A	Indeterminate	none
*41/*112	N/A	Indeterminate	none
*41/*113	N/A	Indeterminate	none
*41x2/*43	N/A	Indeterminate	none
*41x2/*43xN	N/A	Indeterminate	none
*41x2/*52	N/A	Indeterminate	none
*41x2/*58	N/A	Indeterminate	none
*41x2/*61	N/A	Indeterminate	none
*41x2/*63	N/A	Indeterminate	none
*41x2/*64	N/A	Indeterminate	none
*41x2/*65	N/A	Indeterminate	none
*41x2/*70	N/A	Indeterminate	none
*41x2/*71	N/A	Indeterminate	none
*41x2/*73	N/A	Indeterminate	none
*41x2/*74	N/A	Indeterminate	none
*41x2/*75	N/A	Indeterminate	none
*41x2/*81	N/A	Indeterminate	none
*41x2/*82	N/A	Indeterminate	none
*41x2/*83	N/A	Indeterminate	none
*41x2/*85	N/A	Indeterminate	none
*41x2/*86	N/A	Indeterminate	none
*41x2/*87	N/A	Indeterminate	none
*41x2/*88	N/A	Indeterminate	none
*41x2/*89	N/A	Indeterminate	none
*41x2/*90	N/A	Indeterminate	none
*41x2/*91	N/A	Indeterminate	none
*41x2/*93	N/A	Indeterminate	none
*41x2/*94	N/A	Indeterminate	none
*41x2/*95	N/A	Indeterminate	none
*41x2/*97	N/A	Indeterminate	none
*41x2/*98	N/A	Indeterminate	none
*41x2/*102	N/A	Indeterminate	none
*41x2/*103	N/A	Indeterminate	none
*41x2/*104	N/A	Indeterminate	none
*41x2/*105	N/A	Indeterminate	none
*41x2/*106	N/A	Indeterminate	none
*41x2/*107	N/A	Indeterminate	none
*41x2/*108	N/A	Indeterminate	none
*41x2/*109	N/A	Indeterminate	none
*41x2/*110	N/A	Indeterminate	none
*41x2/*111	N/A	Indeterminate	none
*41x2/*112	N/A	Indeterminate	none
*41x2/*113	N/A	Indeterminate	none
*42/*43	N/A	Indeterminate	none
*42/*43xN	N/A	Indeterminate	none
*42/*52	N/A	Indeterminate	none
*42/*58	N/A	Indeterminate	none
*42/*61	N/A	Indeterminate	none
*42/*63	N/A	Indeterminate	none
*42/*64	N/A	Indeterminate	none
*42/*65	N/A	Indeterminate	none
*42/*70	N/A	Indeterminate	none
*42/*71	N/A	Indeterminate	none
*42/*73	N/A	Indeterminate	none
*42/*74	N/A	Indeterminate	none
*42/*75	N/A	Indeterminate	none
*42/*81	N/A	Indeterminate	none
*42/*82	N/A	Indeterminate	none
*42/*83	N/A	Indeterminate	none
*42/*85	N/A	Indeterminate	none
*42/*86	N/A	Indeterminate	none
*42/*87	N/A	Indeterminate	none
*42/*88	N/A	Indeterminate	none
*42/*89	N/A	Indeterminate	none
*42/*90	N/A	Indeterminate	none
*42/*91	N/A	Indeterminate	none
*42/*93	N/A	Indeterminate	none
*42/*94	N/A	Indeterminate	none
*42/*95	N/A	Indeterminate	none
*42/*97	N/A	Indeterminate	none
*42/*98	N/A	Indeterminate	none
*42/*102	N/A	Indeterminate	none
*42/*103	N/A	Indeterminate	none
*42/*104	N/A	Indeterminate	none
*42/*105	N/A	Indeterminate	none
*42/*106	N/A	Indeterminate	none
*42/*107	N/A	Indeterminate	none
*42/*108	N/A	Indeterminate	none
*42/*109	N/A	Indeterminate	none
*42/*110	N/A	Indeterminate	none
*42/*111	N/A	Indeterminate	none
*42/*112	N/A	Indeterminate	none
*42/*113	N/A	Indeterminate	none
*43/*43	N/A	Indeterminate	none
*43/*43xN	N/A	Indeterminate	none
*43/*44	N/A	Indeterminate	none
*43/*45	N/A	Indeterminate	none
*43/*45x2	N/A	Indeterminate	none
*43/*45xN>2	N/A	Indeterminate	none
*43/*46	N/A	Indeterminate	none
*43/*47	N/A	Indeterminate	none
*43/*48	N/A	Indeterminate	none
*43/*49	N/A	Indeterminate	none
*43/*50	N/A	Indeterminate	none
*43/*51	N/A	Indeterminate	none
*43/*52	N/A	Indeterminate	none
*43/*53	N/A	Indeterminate	none
*43/*54	N/A	Indeterminate	none
*43/*55	N/A	Indeterminate	none
*43/*56	N/A	Indeterminate	none
*43/*57	N/A	Indeterminate	none
*43/*58	N/A	Indeterminate	none
*43/*59	N/A	Indeterminate	none
*43/*60	N/A	Indeterminate	none
*43/*61	N/A	Indeterminate	none
*43/*62	N/A	Indeterminate	none
*43/*63	N/A	Indeterminate	none
*43/*64	N/A	Indeterminate	none
*43/*65	N/A	Indeterminate	none
*43/*68	N/A	Indeterminate	none
*43/*69	N/A	Indeterminate	none
*43/*70	N/A	Indeterminate	none
*43/*71	N/A	Indeterminate	none
*43/*72	N/A	Indeterminate	none
*43/*73	N/A	Indeterminate	none
*43/*74	N/A	Indeterminate	none
*43/*75	N/A	Indeterminate	none
*43/*81	N/A	Indeterminate	none
*43/*82	N/A	Indeterminate	none
*43/*83	N/A	Indeterminate	none
*43/*84	N/A	Indeterminate	none
*43/*85	N/A	Indeterminate	none
*43/*86	N/A	Indeterminate	none
*43/*87	N/A	Indeterminate	none
*43/*88	N/A	Indeterminate	none
*43/*89	N/A	Indeterminate	none
*43/*90	N/A	Indeterminate	none
*43/*91	N/A	Indeterminate	none
*43/*92	N/A	Indeterminate	none
*43/*93	N/A	Indeterminate	none
*43/*94	N/A	Indeterminate	none
*43/*95	N/A	Indeterminate	none
*43/*96	N/A	Indeterminate	none
*43/*97	N/A	Indeterminate	none
*43/*98	N/A	Indeterminate	none
*43/*99	N/A	Indeterminate	none
*43/*100	N/A	Indeterminate	none
*43/*101	N/A	Indeterminate	none
*43/*102	N/A	Indeterminate	none
*43/*103	N/A	Indeterminate	none
*43/*104	N/A	Indeterminate	none
*43/*105	N/A	Indeterminate	none
*43/*106	N/A	Indeterminate	none
*43/*107	N/A	Indeterminate	none
*43/*108	N/A	Indeterminate	none
*43/*109	N/A	Indeterminate	none
*43/*110	N/A	Indeterminate	none
*43/*111	N/A	Indeterminate	none
*43/*112	N/A	Indeterminate	none
*43/*113	N/A	Indeterminate	none
*43xN/*43xN	N/A	Indeterminate	none
*43xN/*44	N/A	Indeterminate	none
*43xN/*45	N/A	Indeterminate	none
*43xN/*45x2	N/A	Indeterminate	none
*43xN/*45xN>2	N/A	Indeterminate	none
*43xN/*46	N/A	Indeterminate	none
*43xN/*47	N/A	Indeterminate	none
*43xN/*48	N/A	Indeterminate	none
*43xN/*49	N/A	Indeterminate	none
*43xN/*50	N/A	Indeterminate	none
*43xN/*51	N/A	Indeterminate	none
*43xN/*52	N/A	Indeterminate	none
*43xN/*53	N/A	Indeterminate	none
*43xN/*54	N/A	Indeterminate	none
*43xN/*55	N/A	Indeterminate	none
*43xN/*56	N/A	Indeterminate	none
*43xN/*57	N/A	Indeterminate	none
*43xN/*58	N/A	Indeterminate	none
*43xN/*59	N/A	Indeterminate	none
*43xN/*60	N/A	Indeterminate	none
*43xN/*61	N/A	Indeterminate	none
*43xN/*62	N/A	Indeterminate	none
*43xN/*63	N/A	Indeterminate	none
*43xN/*64	N/A	Indeterminate	none
*43xN/*65	N/A	Indeterminate	none
*43xN/*68	N/A	Indeterminate	none
*43xN/*69	N/A	Indeterminate	none
*43xN/*70	N/A	Indeterminate	none
*43xN/*71	N/A	Indeterminate	none
*43xN/*72	N/A	Indeterminate	none
*43xN/*73	N/A	Indeterminate	none
*43xN/*74	N/A	Indeterminate	none
*43xN/*75	N/A	Indeterminate	none
*43xN/*81	N/A	Indeterminate	none
*43xN/*82	N/A	Indeterminate	none
*43xN/*83	N/A	Indeterminate	none
*43xN/*84	N/A	Indeterminate	none
*43xN/*85	N/A	Indeterminate	none
*43xN/*86	N/A	Indeterminate	none
*43xN/*87	N/A	Indeterminate	none
*43xN/*88	N/A	Indeterminate	none
*43xN/*89	N/A	Indeterminate	none
*43xN/*90	N/A	Indeterminate	none
*43xN/*91	N/A	Indeterminate	none
*43xN/*92	N/A	Indeterminate	none
*43xN/*93	N/A	Indeterminate	none
*43xN/*94	N/A	Indeterminate	none
*43xN/*95	N/A	Indeterminate	none
*43xN/*96	N/A	Indeterminate	none
*43xN/*97	N/A	Indeterminate	none
*43xN/*98	N/A	Indeterminate	none
*43xN/*99	N/A	Indeterminate	none
*43xN/*100	N/A	Indeterminate	none
*43xN/*101	N/A	Indeterminate	none
*43xN/*102	N/A	Indeterminate	none
*43xN/*103	N/A	Indeterminate	none
*43xN/*104	N/A	Indeterminate	none
*43xN/*105	N/A	Indeterminate	none
*43xN/*106	N/A	Indeterminate	none
*43xN/*107	N/A	Indeterminate	none
*43xN/*108	N/A	Indeterminate	none
*43xN/*109	N/A	Indeterminate	none
*43xN/*110	N/A	Indeterminate	none
*43xN/*111	N/A	Indeterminate	none
*43xN/*112	N/A	Indeterminate	none
*43xN/*113	N/A	Indeterminate	none
*44/*52	N/A	Indeterminate	none
*44/*58	N/A	Indeterminate	none
*44/*61	N/A	Indeterminate	none
*44/*63	N/A	Indeterminate	none
*44/*64	N/A	Indeterminate	none
*44/*65	N/A	Indeterminate	none
*44/*70	N/A	Indeterminate	none
*44/*71	N/A	Indeterminate	none
*44/*73	N/A	Indeterminate	none
*44/*74	N/A	Indeterminate	none
*44/*75	N/A	Indeterminate	none
*44/*81	N/A	Indeterminate	none
*44/*82	N/A	Indeterminate	none
*44/*83	N/A	Indeterminate	none
*44/*85	N/A	Indeterminate	none
*44/*86	N/A	Indeterminate	none
*44/*87	N/A	Indeterminate	none
*44/*88	N/A	Indeterminate	none
*44/*89	N/A	Indeterminate	none
*44/*90	N/A	Indeterminate	none
*44/*91	N/A	Indeterminate	none
*44/*93	N/A	Indeterminate	none
*44/*94	N/A	Indeterminate	none
*44/*95	N/A	Indeterminate	none
*44/*97	N/A	Indeterminate	none
*44/*98	N/A	Indeterminate	none
*44/*102	N/A	Indeterminate	none
*44/*103	N/A	Indeterminate	none
*44/*104	N/A	Indeterminate	none
*44/*105	N/A	Indeterminate	none
*44/*106	N/A	Indeterminate	none
*44/*107	N/A	Indeterminate	none
*44/*108	N/A	Indeterminate	none
*44/*109	N/A	Indeterminate	none
*44/*110	N/A	Indeterminate	none
*44/*111	N/A	Indeterminate	none
*44/*112	N/A	Indeterminate	none
*44/*113	N/A	Indeterminate	none
*45/*52	N/A	Indeterminate	none
*45/*58	N/A	Indeterminate	none
*45/*61	N/A	Indeterminate	none
*45/*63	N/A	Indeterminate	none
*45/*64	N/A	Indeterminate	none
*45/*65	N/A	Indeterminate	none
*45/*70	N/A	Indeterminate	none
*45/*71	N/A	Indeterminate	none
*45/*73	N/A	Indeterminate	none
*45/*74	N/A	Indeterminate	none
*45/*75	N/A	Indeterminate	none
*45/*81	N/A	Indeterminate	none
*45/*82	N/A	Indeterminate	none
*45/*83	N/A	Indeterminate	none
*45/*85	N/A	Indeterminate	none
*45/*86	N/A	Indeterminate	none
*45/*87	N/A	Indeterminate	none
*45/*88	N/A	Indeterminate	none
*45/*89	N/A	Indeterminate	none
*45/*90	N/A	Indeterminate	none
*45/*91	N/A	Indeterminate	none
*45/*93	N/A	Indeterminate	none
*45/*94	N/A	Indeterminate	none
*45/*95	N/A	Indeterminate	none
*45/*97	N/A	Indeterminate	none
*45/*98	N/A	Indeterminate	none
*45/*102	N/A	Indeterminate	none
*45/*103	N/A	Indeterminate	none
*45/*104	N/A	Indeterminate	none
*45/*105	N/A	Indeterminate	none
*45/*106	N/A	Indeterminate	none
*45/*107	N/A	Indeterminate	none
*45/*108	N/A	Indeterminate	none
*45/*109	N/A	Indeterminate	none
*45/*110	N/A	Indeterminate	none
*45/*111	N/A	Indeterminate	none
*45/*112	N/A	Indeterminate	none
*45/*113	N/A	Indeterminate	none
*45x2/*52	N/A	Indeterminate	none
*45x2/*58	N/A	Indeterminate	none
*45x2/*61	N/A	Indeterminate	none
*45x2/*63	N/A	Indeterminate	none
*45x2/*64	N/A	Indeterminate	none
*45x2/*65	N/A	Indeterminate	none
*45x2/*70	N/A	Indeterminate	none
*45x2/*71	N/A	Indeterminate	none
*45x2/*73	N/A	Indeterminate	none
*45x2/*74	N/A	Indeterminate	none
*45x2/*75	N/A	Indeterminate	none
*45x2/*81	N/A	Indeterminate	none
*45x2/*82	N/A	Indeterminate	none
*45x2/*83	N/A	Indeterminate	none
*45x2/*85	N/A	Indeterminate	none
*45x2/*86	N/A	Indeterminate	none
*45x2/*87	N/A	Indeterminate	none
*45x2/*88	N/A	Indeterminate	none
*45x2/*89	N/A	Indeterminate	none
*45x2/*90	N/A	Indeterminate	none
*45x2/*91	N/A	Indeterminate	none
*45x2/*93	N/A	Indeterminate	none
*45x2/*94	N/A	Indeterminate	none
*45x2/*95	N/A	Indeterminate	none
*45x2/*97	N/A	Indeterminate	none
*45x2/*98	N/A	Indeterminate	none
*45x2/*102	N/A	Indeterminate	none
*45x2/*103	N/A	Indeterminate	none
*45x2/*104	N/A	Indeterminate	none
*45x2/*105	N/A	Indeterminate	none
*45x2/*106	N/A	Indeterminate	none
*45x2/*107	N/A	Indeterminate	none
*45x2/*108	N/A	Indeterminate	none
*45x2/*109	N/A	Indeterminate	none
*45x2/*110	N/A	Indeterminate	none
*45x2/*111	N/A	Indeterminate	none
*45x2/*112	N/A	Indeterminate	none
*45x2/*113	N/A	Indeterminate	none
*45xN>2/*52	N/A	Indeterminate	none
*45xN>2/*58	N/A	Indeterminate	none
*45xN>2/*61	N/A	Indeterminate	none
*45xN>2/*63	N/A	Indeterminate	none
*45xN>2/*64	N/A	Indeterminate	none
*45xN>2/*65	N/A	Indeterminate	none
*45xN>2/*70	N/A	Indeterminate	none
*45xN>2/*71	N/A	Indeterminate	none
*45xN>2/*73	N/A	Indeterminate	none
*45xN>2/*74	N/A	Indeterminate	none
*45xN>2/*75	N/A	Indeterminate	none
*45xN>2/*81	N/A	Indeterminate	none
*45xN>2/*82	N/A	Indeterminate	none
*45xN>2/*83	N/A	Indeterminate	none
*45xN>2/*85	N/A	Indeterminate	none
*45xN>2/*86	N/A	Indeterminate	none
*45xN>2/*87	N/A	Indeterminate	none
*45xN>2/*88	N/A	Indeterminate	none
*45xN>2/*89	N/A	Indeterminate	none
*45xN>2/*90	N/A	Indeterminate	none
*45xN>2/*91	N/A	Indeterminate	none
*45xN>2/*93	N/A	Indeterminate	none
*45xN>2/*94	N/A	Indeterminate	none
*45xN>2/*95	N/A	Indeterminate	none
*45xN>2/*97	N/A	Indeterminate	none
*45xN>2/*98	N/A	Indeterminate	none
*45xN>2/*102	N/A	Indeterminate	none
*45xN>2/*103	N/A	Indeterminate	none
*45xN>2/*104	N/A	Indeterminate	none
*45xN>2/*105	N/A	Indeterminate	none
*45xN>2/*106	N/A	Indeterminate	none
*45xN>2/*107	N/A	Indeterminate	none
*45xN>2/*108	N/A	Indeterminate	none
*45xN>2/*109	N/A	Indeterminate	none
*45xN>2/*110	N/A	Indeterminate	none
*45xN>2/*111	N/A	Indeterminate	none
*45xN>2/*112	N/A	Indeterminate	none
*45xN>2/*113	N/A	Indeterminate	none
*46/*52	N/A	Indeterminate	none
*46/*58	N/A	Indeterminate	none
*46/*61	N/A	Indeterminate	none
*46/*63	N/A	Indeterminate	none
*46/*64	N/A	Indeterminate	none
*46/*65	N/A	Indeterminate	none
*46/*70	N/A	Indeterminate	none
*46/*71	N/A	Indeterminate	none
*46/*73	N/A	Indeterminate	none
*46/*74	N/A	Indeterminate	none
*46/*75	N/A	Indeterminate	none
*46/*81	N/A	Indeterminate	none
*46/*82	N/A	Indeterminate	none
*46/*83	N/A	Indeterminate	none
*46/*85	N/A	Indeterminate	none
*46/*86	N/A	Indeterminate	none
*46/*87	N/A	Indeterminate	none
*46/*88	N/A	Indeterminate	none
*46/*89	N/A	Indeterminate	none
*46/*90	N/A	Indeterminate	none
*46/*91	N/A	Indeterminate	none
*46/*93	N/A	Indeterminate	none
*46/*94	N/A	Indeterminate	none
*46/*95	N/A	Indeterminate	none
*46/*97	N/A	Indeterminate	none
*46/*98	N/A	Indeterminate	none
*46/*102	N/A	Indeterminate	none
*46/*103	N/A	Indeterminate	none
*46/*104	N/A	Indeterminate	none
*46/*105	N/A	Indeterminate	none
*46/*106	N/A	Indeterminate	none
*46/*107	N/A	Indeterminate	none
*46/*108	N/A	Indeterminate	none
*46/*109	N/A	Indeterminate	none
*46/*110	N/A	Indeterminate	none
*46/*111	N/A	Indeterminate	none
*46/*112	N/A	Indeterminate	none
*46/*113	N/A	Indeterminate	none
*47/*52	N/A	Indeterminate	none
*47/*58	N/A	Indeterminate	none
*47/*61	N/A	Indeterminate	none
*47/*63	N/A	Indeterminate	none
*47/*64	N/A	Indeterminate	none
*47/*65	N/A	Indeterminate	none
*47/*70	N/A	Indeterminate	none
*47/*71	N/A	Indeterminate	none
*47/*73	N/A	Indeterminate	none
*47/*74	N/A	Indeterminate	none
*47/*75	N/A	Indeterminate	none
*47/*81	N/A	Indeterminate	none
*47/*82	N/A	Indeterminate	none
*47/*83	N/A	Indeterminate	none
*47/*85	N/A	Indeterminate	none
*47/*86	N/A	Indeterminate	none
*47/*87	N/A	Indeterminate	none
*47/*88	N/A	Indeterminate	none
*47/*89	N/A	Indeterminate	none
*47/*90	N/A	Indeterminate	none
*47/*91	N/A	Indeterminate	none
*47/*93	N/A	Indeterminate	none
*47/*94	N/A	Indeterminate	none
*47/*95	N/A	Indeterminate	none
*47/*97	N/A	Indeterminate	none
*47/*98	N/A	Indeterminate	none
*47/*102	N/A	Indeterminate	none
*47/*103	N/A	Indeterminate	none
*47/*104	N/A	Indeterminate	none
*47/*105	N/A	Indeterminate	none
*47/*106	N/A	Indeterminate	none
*47/*107	N/A	Indeterminate	none
*47/*108	N/A	Indeterminate	none
*47/*109	N/A	Indeterminate	none
*47/*110	N/A	Indeterminate	none
*47/*111	N/A	Indeterminate	none
*47/*112	N/A	Indeterminate	none
*47/*113	N/A	Indeterminate	none
*48/*52	N/A	Indeterminate	none
*48/*58	N/A	Indeterminate	none
*48/*61	N/A	Indeterminate	none
*48/*63	N/A	Indeterminate	none
*48/*64	N/A	Indeterminate	none
*48/*65	N/A	Indeterminate	none
*48/*70	N/A	Indeterminate	none
*48/*71	N/A	Indeterminate	none
*48/*73	N/A	Indeterminate	none
*48/*74	N/A	Indeterminate	none
*48/*75	N/A	Indeterminate	none
*48/*81	N/A	Indeterminate	none
*48/*82	N/A	Indeterminate	none
*48/*83	N/A	Indeterminate	none
*48/*85	N/A	Indeterminate	none
*48/*86	N/A	Indeterminate	none
*48/*87	N/A	Indeterminate	none
*48/*88	N/A	Indeterminate	none
*48/*89	N/A	Indeterminate	none
*48/*90	N/A	Indeterminate	none
*48/*91	N/A	Indeterminate	none
*48/*93	N/A	Indeterminate	none
*48/*94	N/A	Indeterminate	none
*48/*95	N/A	Indeterminate	none
*48/*97	N/A	Indeterminate	none
*48/*98	N/A	Indeterminate	none
*48/*102	N/A	Indeterminate	none
*48/*103	N/A	Indeterminate	none
*48/*104	N/A	Indeterminate	none
*48/*105	N/A	Indeterminate	none
*48/*106	N/A	Indeterminate	none
*48/*107	N/A	Indeterminate	none
*48/*108	N/A	Indeterminate	none
*48/*109	N/A	Indeterminate	none
*48/*110	N/A	Indeterminate	none
*48/*111	N/A	Indeterminate	none
*48/*112	N/A	Indeterminate	none
*48/*113	N/A	Indeterminate	none
*49/*52	N/A	Indeterminate	none
*49/*58	N/A	Indeterminate	none
*49/*61	N/A	Indeterminate	none
*49/*63	N/A	Indeterminate	none
*49/*64	N/A	Indeterminate	none
*49/*65	N/A	Indeterminate	none
*49/*70	N/A	Indeterminate	none
*49/*71	N/A	Indeterminate	none
*49/*73	N/A	Indeterminate	none
*49/*74	N/A	Indeterminate	none
*49/*75	N/A	Indeterminate	none
*49/*81	N/A	Indeterminate	none
*49/*82	N/A	Indeterminate	none
*49/*83	N/A	Indeterminate	none
*49/*85	N/A	Indeterminate	none
*49/*86	N/A	Indeterminate	none
*49/*87	N/A	Indeterminate	none
*49/*88	N/A	Indeterminate	none
*49/*89	N/A	Indeterminate	none
*49/*90	N/A	Indeterminate	none
*49/*91	N/A	Indeterminate	none
*49/*93	N/A	Indeterminate	none
*49/*94	N/A	Indeterminate	none
*49/*95	N/A	Indeterminate	none
*49/*97	N/A	Indeterminate	none
*49/*98	N/A	Indeterminate	none
*49/*102	N/A	Indeterminate	none
*49/*103	N/A	Indeterminate	none
*49/*104	N/A	Indeterminate	none
*49/*105	N/A	Indeterminate	none
*49/*106	N/A	Indeterminate	none
*49/*107	N/A	Indeterminate	none
*49/*108	N/A	Indeterminate	none
*49/*109	N/A	Indeterminate	none
*49/*110	N/A	Indeterminate	none
*49/*111	N/A	Indeterminate	none
*49/*112	N/A	Indeterminate	none
*49/*113	N/A	Indeterminate	none
*50/*52	N/A	Indeterminate	none
*50/*58	N/A	Indeterminate	none
*50/*61	N/A	Indeterminate	none
*50/*63	N/A	Indeterminate	none
*50/*64	N/A	Indeterminate	none
*50/*65	N/A	Indeterminate	none
*50/*70	N/A	Indeterminate	none
*50/*71	N/A	Indeterminate	none
*50/*73	N/A	Indeterminate	none
*50/*74	N/A	Indeterminate	none
*50/*75	N/A	Indeterminate	none
*50/*81	N/A	Indeterminate	none
*50/*82	N/A	Indeterminate	none
*50/*83	N/A	Indeterminate	none
*50/*85	N/A	Indeterminate	none
*50/*86	N/A	Indeterminate	none
*50/*87	N/A	Indeterminate	none
*50/*88	N/A	Indeterminate	none
*50/*89	N/A	Indeterminate	none
*50/*90	N/A	Indeterminate	none
*50/*91	N/A	Indeterminate	none
*50/*93	N/A	Indeterminate	none
*50/*94	N/A	Indeterminate	none
*50/*95	N/A	Indeterminate	none
*50/*97	N/A	Indeterminate	none
*50/*98	N/A	Indeterminate	none
*50/*102	N/A	Indeterminate	none
*50/*103	N/A	Indeterminate	none
*50/*104	N/A	Indeterminate	none
*50/*105	N/A	Indeterminate	none
*50/*106	N/A	Indeterminate	none
*50/*107	N/A	Indeterminate	none
*50/*108	N/A	Indeterminate	none
*50/*109	N/A	Indeterminate	none
